read_id	reason
ILLUMINA-075005_0053_FC:3:1:7242:1070#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7857:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8044:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8921:1070#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9314:1067#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9342:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9468:1059#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9491:1064#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9986:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10080:1061#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10460:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10807:1068#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10951:1068#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11153:1065#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11563:1067#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11873:1062#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12472:1059#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12492:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12557:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12624:1062#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12643:1069#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12883:1069#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12971:1069#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13145:1059#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13269:1068#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14146:1064#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14273:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14341:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14738:1065#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:14923:1067#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15059:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15096:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15332:1066#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:16382:1061#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16690:1061#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16841:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16883:1069#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16958:1061#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17219:1070#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17273:1059#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17886:1065#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17924:1065#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17955:1064#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:18313:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18574:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18623:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18855:1065#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18955:1067#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19343:1060#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19458:1069#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19572:1066#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19606:1061#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19762:1065#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1207:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1340:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1621:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1798:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1902:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2272:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2505:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2758:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2842:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2894:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2989:1077#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3124:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3679:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4713:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4812:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4974:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5009:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5050:1082#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5205:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5636:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6265:1077#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6287:1078#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6330:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6355:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6432:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6487:1081#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6505:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6558:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6794:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7344:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7500:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7631:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7700:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7737:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8505:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8806:1081#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8967:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9018:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9393:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9421:1072#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:9535:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9891:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10048:1078#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10142:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10190:1077#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10593:1078#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10838:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10859:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10881:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11468:1081#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11491:1080#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11659:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11782:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12198:1075#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:12277:1081#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12404:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12838:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13555:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13599:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13702:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13724:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13990:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14529:1078#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14875:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14978:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15040:1082#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15115:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15168:1078#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15924:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16397:1075#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16425:1082#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16455:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16527:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16670:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16713:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17716:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18094:1076#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18226:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18449:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18500:1073#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18600:1074#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18754:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18817:1072#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19297:1079#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19699:1071#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1018:1086#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1349:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1385:1089#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2229:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2259:1092#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2311:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2461:1087#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2612:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2864:1087#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3262:1086#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3312:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3345:1087#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3505:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3764:1087#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:4124:1087#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4534:1086#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:5150:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5377:1082#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6584:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6678:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6822:1092#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7042:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7386:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7824:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8096:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8545:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8707:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8786:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8837:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9433:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9607:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9654:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10295:1086#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10651:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10730:1090#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10996:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11162:1085#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11215:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11316:1091#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11356:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11723:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11849:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11870:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11897:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11980:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12000:1091#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12157:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12622:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12657:1085#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13208:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13823:1089#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14111:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14186:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14514:1092#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14646:1089#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14922:1089#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15266:1086#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15564:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16047:1093#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16125:1086#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16272:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16741:1085#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16866:1085#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17095:1092#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17263:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17492:1083#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17743:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18375:1084#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18665:1088#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18691:1091#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18876:1082#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19126:1092#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19394:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19649:1085#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:19725:1091#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1455:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:1493:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2037:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:2544:1099#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:2784:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3621:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3706:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:3916:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4029:1106#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4256:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4305:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4466:1095#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4494:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4665:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:4846:1105#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:5235:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5301:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5613:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5822:1095#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:5862:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6113:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6160:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6224:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6253:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6602:1104#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:6662:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6740:1100#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:6869:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:6985:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7207:1104#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7429:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7477:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7744:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:7948:1104#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8065:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8186:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8293:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8461:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:8733:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9103:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9240:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9285:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9529:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9727:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9826:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:9924:1104#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10525:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10610:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:10841:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:11595:1096#0/1	extension_failed
ILLUMINA-075005_0053_FC:3:1:12018:1095#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12127:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12212:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12362:1095#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12675:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12707:1102#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:12913:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13245:1104#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:13298:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14150:1106#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14316:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14371:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14736:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14825:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:14932:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15109:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15208:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15425:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15490:1097#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15598:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:15619:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16202:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16293:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16333:1094#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16481:1103#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:16819:1095#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17015:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17073:1096#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17292:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17404:1099#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17508:1098#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17644:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:17882:1101#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18267:1105#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18326:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18628:1100#0/1	no_exact_seed_match
ILLUMINA-075005_0053_FC:3:1:18771:1106#0/1	no_exact_seed_match
